crime_id,victim_id,location_id,station_id,crime_type,crime_date,crime_time,severity,weapon_used,loss_amount,arrest_made
C002603,V02910,L0207,S033,Burglary,2024-12-13,Night,High,Gun,42002,Yes
C002604,V00521,L0267,S001,Burglary,2025-08-23,Night,Low,Stick,268199,No
C002605,V03733,L0156,S028,Cyber Crime,2024-07-21,Night,Medium,Stick,408928,No
C002606,V02230,L0278,S016,Theft,2023-10-29,Morning,Low,Gun,384118,No
C002607,V01693,L0221,S054,Robbery,2023-01-01,Evening,Low,None,274997,Yes
C002608,V00934,L0101,S047,Robbery,2023-12-01,Evening,Medium,Stick,48770,Yes
C002609,V00265,L0080,S053,Burglary,2024-07-07,Evening,Medium,None,326042,Yes
C002610,V00349,L0191,S015,Robbery,2025-02-10,Night,Low,Gun,11716,No
C002611,V00071,L0146,S062,Assault,2025-02-28,Evening,High,Knife,94912,Yes
C002612,V02278,L0195,S002,Burglary,2024-02-08,Evening,Medium,Stick,111656,No
C002613,V03399,L0039,S029,Cyber Crime,2024-08-17,Night,Low,Gun,316948,No
C002614,V01943,L0095,S059,Theft,2023-05-29,Morning,Low,None,39537,No
C002615,V03384,L0262,S075,Kidnapping,2023-04-27,Evening,Low,Knife,18021,Yes
C002616,V00469,L0034,S041,Assault,2023-07-11,Evening,High,None,41036,Yes
C002617,V00696,L0115,S057,Burglary,2025-08-05,Afternoon,Low,Knife,426583,No
C002618,V02509,L0173,S029,Robbery,2024-02-11,Morning,Low,None,47995,Yes
C002619,V02804,L0161,S061,Cyber Crime,2024-08-28,Afternoon,Low,None,157541,Yes
C002620,V00283,L0264,S042,Robbery,2023-05-28,Morning,Medium,Knife,85005,No
C002621,V03538,L0051,S036,Theft,2024-01-05,Evening,High,Stick,232350,Yes
C002622,V01938,L0111,S030,Cyber Crime,2025-11-08,Night,Low,None,291356,Yes
C002623,V01419,L0118,S023,Kidnapping,2024-02-18,Morning,Medium,Gun,83522,No
C002624,V00595,L0094,S017,Assault,2024-03-27,Night,Low,None,266581,No
C002625,V00321,L0130,S002,Assault,2023-10-08,Afternoon,Low,Stick,126288,No
C002626,V01933,L0052,S065,Assault,2025-04-04,Night,Medium,None,454963,No
C002627,V01656,L0165,S043,Assault,2023-11-01,Morning,Medium,None,335579,Yes
C002628,V00421,L0157,S056,Assault,2024-12-06,Night,Low,Knife,183817,Yes
C002629,V03465,L0210,S035,Robbery,2025-07-15,Night,Low,None,3316,Yes
C002630,V01621,L0251,S057,Kidnapping,2025-02-26,Morning,Medium,None,329681,Yes
C002631,V03897,L0213,S039,Theft,2025-12-09,Afternoon,Medium,Knife,466733,No
C002632,V00786,L0095,S009,Cyber Crime,2023-10-30,Afternoon,Medium,None,48951,No
C002633,V00805,L0300,S049,Robbery,2024-11-12,Night,Medium,Knife,234276,Yes
C002634,V03761,L0103,S047,Fraud,2023-10-09,Night,Low,Gun,449561,No
C002635,V01090,L0079,S010,Cyber Crime,2024-01-03,Evening,High,Stick,476791,Yes
C002636,V02518,L0175,S016,Robbery,2025-12-13,Evening,Low,Gun,2985,Yes
C002637,V02466,L0062,S054,Theft,2023-12-13,Night,High,Knife,486487,Yes
C002638,V01657,L0098,S025,Burglary,2025-05-08,Evening,Medium,Knife,348196,Yes
C002639,V02810,L0286,S023,Robbery,2025-04-09,Evening,Low,None,171313,Yes
C002640,V02323,L0073,S021,Fraud,2023-07-29,Evening,Medium,Knife,233551,No
C002641,V00571,L0036,S058,Theft,2023-06-06,Morning,Medium,Gun,148475,Yes
C002642,V01826,L0088,S023,Cyber Crime,2025-06-19,Evening,High,Knife,405485,Yes
C002643,V00250,L0160,S074,Fraud,2025-05-23,Night,Low,Knife,83003,No
C002644,V01959,L0220,S012,Theft,2024-02-02,Morning,Low,None,62394,Yes
C002645,V02332,L0294,S007,Fraud,2025-04-03,Evening,Low,Stick,323283,Yes
C002646,V03471,L0145,S011,Theft,2023-09-16,Morning,Medium,None,286378,No
C002647,V03572,L0225,S047,Cyber Crime,2023-02-22,Night,Medium,Gun,153159,Yes
C002648,V01600,L0117,S073,Robbery,2024-10-07,Night,Medium,None,325430,No
C002649,V03586,L0135,S004,Theft,2024-08-27,Evening,High,Stick,286116,No
C002650,V02798,L0166,S033,Theft,2024-06-19,Morning,Medium,None,24762,Yes
C002651,V02461,L0086,S013,Assault,2023-08-27,Afternoon,Medium,Stick,288343,No
C002652,V02088,L0223,S056,Burglary,2025-06-07,Morning,Low,None,119486,Yes
C002653,V01728,L0046,S015,Burglary,2024-08-13,Night,High,None,247949,Yes
C002654,V00633,L0253,S051,Kidnapping,2023-11-02,Morning,Low,Knife,189474,Yes
C002655,V02996,L0207,S002,Cyber Crime,2023-11-22,Night,Low,None,381236,Yes
C002656,V03903,L0177,S018,Robbery,2024-12-12,Afternoon,Low,Knife,16624,Yes
C002657,V03879,L0028,S056,Burglary,2023-08-08,Night,Medium,Gun,243475,Yes
C002658,V00207,L0002,S062,Assault,2025-10-01,Morning,Low,None,471321,No
C002659,V03204,L0202,S070,Burglary,2025-06-06,Evening,Medium,Stick,319244,Yes
C002660,V02957,L0031,S071,Assault,2023-01-22,Evening,Medium,None,403297,No
C002661,V00983,L0093,S066,Kidnapping,2023-07-13,Evening,Medium,Knife,283824,Yes
C002662,V03195,L0021,S037,Fraud,2023-12-05,Evening,Medium,Stick,122760,No
C002663,V00912,L0184,S071,Theft,2024-04-06,Afternoon,Low,None,180715,Yes
C002664,V03730,L0139,S015,Theft,2024-01-14,Afternoon,Medium,None,325473,Yes
C002665,V03151,L0199,S016,Theft,2024-02-19,Afternoon,Low,Knife,110272,No
C002666,V01265,L0065,S015,Fraud,2024-10-17,Evening,Medium,None,243079,Yes
C002667,V01173,L0077,S001,Kidnapping,2025-11-01,Evening,Medium,Knife,106849,Yes
C002668,V00630,L0274,S052,Assault,2024-12-10,Morning,High,Gun,236296,Yes
C002669,V01221,L0166,S026,Theft,2023-08-30,Night,Medium,Knife,176676,Yes
C002670,V02802,L0168,S025,Assault,2025-12-19,Evening,Medium,Gun,181758,Yes
C002671,V03204,L0161,S069,Assault,2024-06-02,Afternoon,Medium,Stick,387989,Yes
C002672,V00042,L0098,S023,Robbery,2023-04-15,Evening,Low,None,207045,Yes
C002673,V01778,L0260,S045,Cyber Crime,2024-08-24,Morning,Low,Knife,357806,No
C002674,V00986,L0300,S065,Assault,2023-05-07,Morning,Medium,Gun,228483,No
C002675,V02186,L0234,S036,Fraud,2024-06-17,Evening,Medium,Knife,314772,Yes
C002676,V03037,L0123,S069,Robbery,2025-09-01,Afternoon,High,None,473499,No
C002677,V01161,L0114,S073,Burglary,2024-11-21,Night,Medium,None,92475,Yes
C002678,V01295,L0091,S031,Burglary,2023-09-24,Night,Medium,None,294303,Yes
C002679,V03396,L0001,S039,Kidnapping,2023-08-17,Night,Low,Knife,162348,No
C002680,V01030,L0263,S027,Robbery,2024-08-20,Evening,Medium,Knife,119725,Yes
C002681,V01367,L0129,S061,Theft,2023-08-28,Evening,Low,Knife,355698,Yes
C002682,V02304,L0068,S053,Burglary,2023-06-28,Night,High,None,252042,No
C002683,V02484,L0038,S004,Cyber Crime,2024-04-16,Night,High,Gun,370548,Yes
C002684,V00719,L0153,S014,Robbery,2024-03-14,Morning,High,Stick,13812,No
C002685,V01997,L0193,S032,Kidnapping,2024-11-29,Morning,Low,None,133065,Yes
C002686,V02223,L0119,S040,Burglary,2025-09-05,Night,Medium,None,366494,No
C002687,V01097,L0260,S067,Assault,2023-11-10,Morning,High,None,418012,No
C002688,V02323,L0058,S036,Burglary,2025-11-15,Evening,High,None,221718,Yes
C002689,V02314,L0251,S036,Fraud,2025-03-25,Morning,Medium,None,2378,Yes
C002690,V02246,L0252,S062,Assault,2025-04-16,Morning,Medium,None,485598,Yes
C002691,V03004,L0039,S034,Cyber Crime,2023-03-18,Morning,Low,Knife,317457,No
C002692,V03648,L0070,S045,Theft,2024-11-08,Afternoon,Medium,None,365057,Yes
C002693,V01701,L0235,S038,Cyber Crime,2025-02-20,Evening,High,Knife,281483,Yes
C002694,V01800,L0145,S020,Fraud,2025-12-31,Afternoon,Medium,None,143719,No
C002695,V01632,L0088,S027,Theft,2023-06-06,Night,Medium,None,103395,Yes
C002696,V00580,L0234,S018,Assault,2024-02-29,Night,Low,Knife,444378,No
C002697,V00672,L0022,S033,Theft,2024-07-30,Afternoon,Medium,Knife,188196,Yes
C002698,V03644,L0164,S035,Theft,2024-02-26,Night,Low,None,125035,No
C002699,V03949,L0191,S019,Fraud,2024-06-21,Morning,Medium,Knife,218578,Yes
C002700,V03593,L0296,S019,Kidnapping,2023-01-26,Morning,Medium,Stick,17780,Yes
C002701,V03960,L0085,S047,Robbery,2023-03-22,Night,Medium,None,390787,No
C002702,V03653,L0201,S012,Fraud,2023-03-19,Evening,High,Stick,71332,No
C002703,V03416,L0278,S041,Assault,2023-04-25,Morning,Low,Knife,163128,Yes
C002704,V02157,L0092,S022,Burglary,2023-02-06,Night,High,None,306030,Yes
C002705,V03538,L0164,S040,Cyber Crime,2023-01-25,Night,Medium,None,407775,Yes
C002706,V01047,L0216,S010,Robbery,2023-01-16,Morning,Medium,None,128860,Yes
C002707,V02958,L0107,S029,Cyber Crime,2023-11-11,Afternoon,Low,None,441461,No
C002708,V03596,L0216,S029,Kidnapping,2024-05-09,Night,Low,Gun,285351,No
C002709,V01519,L0122,S041,Burglary,2023-04-20,Morning,Medium,Knife,355072,No
C002710,V03197,L0292,S074,Cyber Crime,2025-11-10,Night,Medium,None,108860,Yes
C002711,V00208,L0043,S052,Kidnapping,2024-09-01,Morning,Medium,Gun,309590,Yes
C002712,V01156,L0042,S015,Theft,2025-07-17,Evening,Low,None,281541,Yes
C002713,V01588,L0095,S047,Cyber Crime,2023-03-03,Afternoon,High,None,456237,Yes
C002714,V02436,L0075,S026,Cyber Crime,2024-01-27,Afternoon,Medium,Knife,282529,No
C002715,V01587,L0273,S014,Robbery,2025-03-08,Afternoon,Medium,Knife,212367,Yes
C002716,V03705,L0299,S064,Burglary,2023-08-24,Afternoon,Medium,None,243087,Yes
C002717,V02428,L0040,S043,Robbery,2025-07-26,Evening,Medium,None,341244,Yes
C002718,V00030,L0293,S061,Assault,2024-12-12,Evening,Medium,Stick,13214,No
C002719,V01381,L0207,S034,Robbery,2024-06-01,Evening,Low,None,303039,No
C002720,V02816,L0292,S015,Cyber Crime,2025-01-05,Afternoon,Low,Stick,6595,Yes
C002721,V02214,L0073,S002,Burglary,2023-03-22,Evening,Medium,None,479036,Yes
C002722,V03665,L0225,S016,Robbery,2023-08-09,Night,Low,None,227146,Yes
C002723,V01323,L0044,S060,Robbery,2024-02-11,Morning,High,None,165693,Yes
C002724,V01836,L0157,S068,Assault,2025-09-13,Evening,High,None,140263,No
C002725,V02334,L0211,S074,Kidnapping,2024-01-22,Morning,Medium,None,258292,No
C002726,V01857,L0276,S031,Robbery,2024-11-08,Evening,Medium,Stick,235111,No
C002727,V02746,L0208,S044,Theft,2023-06-15,Evening,Medium,Knife,342247,Yes
C002728,V00088,L0041,S006,Kidnapping,2023-12-25,Evening,High,Knife,88461,Yes
C002729,V02525,L0300,S056,Assault,2024-11-01,Morning,Medium,Knife,76518,Yes
C002730,V03812,L0062,S073,Fraud,2023-04-05,Evening,Medium,None,386129,Yes
C002731,V00835,L0180,S074,Cyber Crime,2024-11-06,Afternoon,Medium,None,197802,No
C002732,V03165,L0291,S049,Cyber Crime,2023-12-14,Afternoon,Medium,Gun,451808,Yes
C002733,V02140,L0093,S022,Burglary,2025-04-27,Evening,High,None,434135,Yes
C002734,V03589,L0028,S007,Assault,2023-09-16,Evening,High,None,35026,Yes
C002735,V03033,L0175,S060,Kidnapping,2025-10-23,Morning,High,Knife,292630,Yes
C002736,V03541,L0291,S070,Cyber Crime,2023-07-22,Evening,Low,None,218429,No
C002737,V00972,L0169,S025,Cyber Crime,2025-01-03,Night,Low,None,252935,Yes
C002738,V01349,L0131,S009,Cyber Crime,2025-12-12,Afternoon,Medium,Knife,153455,No
C002739,V01756,L0090,S068,Robbery,2023-09-18,Evening,Low,None,133695,Yes
C002740,V02058,L0158,S008,Assault,2025-12-28,Evening,Medium,None,464793,Yes
C002741,V02825,L0275,S064,Theft,2024-12-15,Morning,Low,Stick,463155,Yes
C002742,V03529,L0288,S055,Assault,2025-04-05,Night,High,None,339928,No
C002743,V00460,L0054,S024,Theft,2024-07-16,Evening,Low,Gun,343988,Yes
C002744,V02399,L0245,S031,Robbery,2025-05-18,Night,Medium,None,41389,No
C002745,V00843,L0089,S040,Cyber Crime,2024-02-09,Night,High,Gun,403794,Yes
C002746,V01134,L0300,S026,Theft,2023-08-24,Morning,High,None,335595,No
C002747,V00389,L0152,S075,Cyber Crime,2024-07-04,Evening,Medium,Knife,35178,Yes
C002748,V02917,L0236,S059,Fraud,2025-10-01,Afternoon,Medium,None,222154,Yes
C002749,V02104,L0283,S036,Kidnapping,2025-04-05,Afternoon,Medium,None,156767,Yes
C002750,V00071,L0119,S012,Fraud,2025-12-12,Night,Low,None,55623,Yes
C002751,V00185,L0069,S006,Cyber Crime,2023-08-26,Afternoon,Medium,Knife,108688,No
C002752,V03587,L0149,S023,Cyber Crime,2025-12-15,Evening,Medium,None,416229,Yes
C002753,V02788,L0272,S024,Theft,2023-10-11,Evening,Medium,Knife,244920,Yes
C002754,V03588,L0034,S005,Kidnapping,2025-07-02,Evening,Medium,Gun,111052,No
C002755,V01220,L0208,S029,Assault,2024-09-15,Night,Low,None,94260,Yes
C002756,V00968,L0221,S007,Fraud,2023-12-29,Morning,Low,Stick,323506,No
C002757,V00511,L0267,S051,Kidnapping,2024-10-04,Afternoon,Medium,Stick,331953,No
C002758,V01036,L0088,S020,Theft,2025-10-14,Night,Low,Gun,232029,No
C002759,V02489,L0160,S020,Kidnapping,2023-01-23,Morning,High,None,143604,Yes
C002760,V00671,L0079,S049,Burglary,2025-07-01,Night,High,None,304159,Yes
C002761,V03964,L0173,S009,Theft,2025-05-07,Morning,High,None,224460,Yes
C002762,V02898,L0236,S010,Assault,2025-03-19,Afternoon,Medium,None,104568,No
C002763,V03094,L0212,S038,Kidnapping,2023-07-24,Evening,Medium,None,402702,Yes
C002764,V00027,L0282,S053,Assault,2025-01-06,Afternoon,Medium,None,319986,No
C002765,V02224,L0236,S064,Assault,2023-10-02,Afternoon,Medium,Knife,324557,No
C002766,V03354,L0229,S033,Robbery,2023-01-08,Morning,Low,None,286920,Yes
C002767,V01529,L0152,S002,Kidnapping,2024-01-10,Afternoon,Medium,None,489633,No
C002768,V02862,L0239,S024,Robbery,2024-08-31,Night,Low,Gun,464503,No
C002769,V00965,L0147,S071,Burglary,2023-03-19,Night,Low,None,272492,Yes
C002770,V02642,L0170,S018,Fraud,2025-01-16,Night,Low,None,231654,Yes
C002771,V02691,L0045,S002,Theft,2024-02-13,Night,Medium,None,143139,Yes
C002772,V03144,L0268,S061,Assault,2025-07-15,Morning,Low,Gun,481191,No
C002773,V03830,L0054,S069,Assault,2023-11-04,Morning,Low,Gun,416676,Yes
C002774,V01814,L0269,S036,Fraud,2024-09-01,Night,Low,Knife,223737,No
C002775,V02523,L0180,S059,Cyber Crime,2023-09-20,Morning,High,None,344254,Yes
C002776,V00179,L0108,S064,Cyber Crime,2024-12-05,Night,Low,None,276881,No
C002777,V00536,L0215,S023,Cyber Crime,2023-09-14,Afternoon,Low,Stick,22742,Yes
C002778,V03574,L0288,S026,Cyber Crime,2024-04-07,Night,High,Stick,129346,No
C002779,V00398,L0006,S074,Burglary,2025-04-09,Evening,Low,Knife,178475,No
C002780,V00379,L0058,S060,Robbery,2024-04-13,Morning,Medium,Knife,416109,Yes
C002781,V02865,L0269,S004,Cyber Crime,2024-07-12,Afternoon,Low,Knife,268871,No
C002782,V00850,L0170,S059,Burglary,2023-09-23,Afternoon,Low,Stick,150800,No
C002783,V01153,L0198,S021,Fraud,2025-11-27,Afternoon,Medium,Gun,436490,Yes
C002784,V00734,L0294,S017,Theft,2023-01-09,Afternoon,High,Knife,256699,No
C002785,V02632,L0232,S017,Kidnapping,2024-11-11,Evening,Low,Gun,255589,Yes
C002786,V03546,L0226,S034,Assault,2023-12-28,Afternoon,Low,None,223135,No
C002787,V01407,L0259,S045,Burglary,2023-07-24,Morning,High,None,28260,Yes
C002788,V00842,L0281,S009,Cyber Crime,2025-05-17,Afternoon,Low,None,304845,Yes
C002789,V01568,L0068,S059,Robbery,2024-12-05,Evening,Medium,Knife,298552,Yes
C002790,V00889,L0252,S007,Kidnapping,2023-05-01,Night,High,None,328034,No
C002791,V01715,L0295,S072,Kidnapping,2025-11-24,Afternoon,Low,Knife,381088,No
C002792,V01852,L0144,S049,Theft,2024-06-14,Evening,Low,Knife,98517,Yes
C002793,V03300,L0100,S010,Robbery,2023-11-04,Morning,Medium,Gun,303171,Yes
C002794,V03718,L0154,S069,Cyber Crime,2024-06-02,Night,Medium,None,224895,Yes
C002795,V03804,L0164,S052,Cyber Crime,2025-11-21,Night,Low,Knife,449592,Yes
C002796,V02500,L0233,S044,Fraud,2023-03-16,Evening,Low,Knife,359253,No
C002797,V03469,L0093,S028,Burglary,2024-08-11,Evening,High,Gun,303703,Yes
C002798,V00698,L0173,S038,Burglary,2024-03-19,Evening,Medium,None,318245,Yes
C002799,V01303,L0060,S031,Kidnapping,2024-08-08,Afternoon,Low,None,143532,No
C002800,V00827,L0173,S031,Assault,2025-09-18,Afternoon,High,Knife,408329,Yes
C002801,V02541,L0081,S070,Burglary,2023-05-21,Afternoon,Low,None,235426,Yes
C002802,V03697,L0143,S045,Fraud,2024-10-13,Night,Low,Stick,99537,Yes
C002803,V03489,L0009,S045,Robbery,2024-12-02,Morning,High,None,250968,Yes
C002804,V03683,L0192,S003,Fraud,2025-11-05,Night,Low,None,213879,No
C002805,V02903,L0166,S010,Burglary,2025-04-07,Evening,Low,None,447430,Yes
C002806,V03514,L0025,S052,Assault,2025-03-05,Morning,Low,Gun,139795,Yes
C002807,V01454,L0029,S055,Robbery,2025-03-17,Evening,Medium,None,453821,Yes
C002808,V01438,L0295,S027,Robbery,2024-02-21,Afternoon,Medium,None,138993,Yes
C002809,V03027,L0250,S040,Cyber Crime,2025-05-21,Morning,Low,Stick,497192,Yes
C002810,V02463,L0067,S024,Theft,2025-10-15,Morning,Medium,None,489937,No
C002811,V00958,L0240,S066,Robbery,2023-07-24,Evening,Low,Knife,413034,Yes
C002812,V00755,L0010,S004,Assault,2023-09-12,Morning,Low,Gun,259294,No
C002813,V00348,L0276,S071,Fraud,2023-04-03,Evening,Medium,Gun,442756,Yes
C002814,V01895,L0165,S036,Assault,2025-11-18,Evening,High,None,270734,Yes
C002815,V00219,L0005,S069,Assault,2023-12-31,Night,Low,None,93290,Yes
C002816,V03702,L0054,S053,Robbery,2023-07-04,Afternoon,Low,Gun,407680,No
C002817,V02953,L0294,S001,Burglary,2023-05-30,Night,Medium,Stick,130843,Yes
C002818,V03313,L0224,S020,Theft,2023-02-01,Morning,Low,Gun,107790,Yes
C002819,V00705,L0270,S002,Robbery,2025-10-05,Morning,Medium,Stick,437274,Yes
C002820,V02585,L0107,S073,Fraud,2024-12-10,Afternoon,High,Stick,242255,No
C002821,V03340,L0232,S051,Fraud,2023-05-02,Morning,High,None,179277,No
C002822,V02379,L0048,S068,Cyber Crime,2024-03-22,Evening,Medium,None,399600,No
C002823,V03202,L0281,S054,Robbery,2024-12-28,Morning,Medium,Knife,36405,Yes
C002824,V03942,L0180,S038,Kidnapping,2025-06-26,Evening,Low,Gun,399586,Yes
C002825,V02615,L0295,S014,Fraud,2023-09-19,Afternoon,High,Knife,324806,No
C002826,V02557,L0193,S016,Fraud,2023-08-02,Afternoon,Medium,Knife,87303,No
C002827,V01165,L0272,S044,Kidnapping,2025-02-13,Morning,Medium,None,358391,No
C002828,V02174,L0117,S025,Cyber Crime,2025-02-10,Evening,High,Knife,105652,Yes
C002829,V02340,L0183,S024,Robbery,2024-12-26,Night,Medium,Stick,297251,No
C002830,V03759,L0295,S055,Burglary,2025-05-16,Morning,High,None,149526,No
C002831,V02294,L0235,S018,Burglary,2024-09-02,Morning,Low,Knife,308603,Yes
C002832,V00428,L0102,S045,Robbery,2025-12-04,Morning,High,None,205433,Yes
C002833,V00255,L0097,S009,Burglary,2024-10-29,Night,Low,None,47258,Yes
C002834,V00062,L0084,S026,Kidnapping,2023-01-28,Afternoon,Low,None,267580,Yes
C002835,V02379,L0066,S036,Robbery,2025-12-18,Afternoon,High,Knife,213849,Yes
C002836,V00308,L0118,S031,Assault,2024-03-24,Afternoon,Medium,Knife,52359,Yes
C002837,V03136,L0012,S010,Robbery,2025-07-08,Morning,Medium,Knife,395226,Yes
C002838,V00126,L0088,S038,Cyber Crime,2023-08-06,Afternoon,Low,None,147210,No
C002839,V00746,L0091,S025,Theft,2023-08-26,Night,Medium,None,217332,Yes
C002840,V02450,L0228,S040,Assault,2025-12-19,Morning,Low,None,330410,Yes
C002841,V03261,L0022,S063,Assault,2024-10-29,Evening,Medium,None,498910,No
C002842,V01735,L0123,S048,Assault,2023-05-18,Afternoon,Low,None,357630,No
C002843,V00683,L0057,S037,Assault,2024-06-24,Morning,Medium,Knife,204312,Yes
C002844,V03649,L0281,S008,Assault,2024-02-04,Morning,Medium,None,483852,Yes
C002845,V03040,L0228,S025,Fraud,2023-12-18,Afternoon,High,None,127932,No
C002846,V01423,L0217,S020,Fraud,2025-03-27,Evening,High,Knife,235935,No
C002847,V01518,L0192,S070,Burglary,2023-03-15,Evening,Medium,None,370516,Yes
C002848,V01666,L0142,S061,Kidnapping,2023-05-31,Night,High,Knife,4574,Yes
C002849,V01897,L0142,S045,Kidnapping,2024-11-19,Night,Low,Knife,65274,Yes
C002850,V02283,L0181,S011,Assault,2025-09-27,Morning,Medium,None,402917,Yes
C002851,V00497,L0061,S015,Cyber Crime,2024-12-25,Afternoon,Medium,None,469735,Yes
C002852,V00055,L0048,S004,Assault,2023-09-25,Night,High,Gun,293330,No
C002853,V03549,L0243,S027,Fraud,2025-05-14,Afternoon,Low,None,176765,No
C002854,V00200,L0167,S039,Robbery,2024-08-19,Afternoon,Medium,None,389830,Yes
C002855,V03150,L0182,S051,Burglary,2023-10-10,Night,Low,Stick,482469,Yes
C002856,V03817,L0221,S043,Cyber Crime,2025-03-23,Night,High,Knife,355128,Yes
C002857,V02234,L0003,S053,Burglary,2025-12-03,Evening,Low,None,387566,Yes
C002858,V01331,L0121,S061,Assault,2025-05-01,Morning,Medium,None,176495,Yes
C002859,V00243,L0228,S024,Robbery,2025-06-18,Afternoon,Medium,None,425702,Yes
C002860,V01550,L0022,S012,Cyber Crime,2023-11-14,Evening,Medium,None,325722,Yes
C002861,V02095,L0078,S045,Kidnapping,2024-08-24,Morning,Medium,Gun,414116,Yes
C002862,V00880,L0026,S067,Fraud,2023-08-14,Morning,Medium,Stick,303508,Yes
C002863,V02668,L0029,S063,Burglary,2025-03-15,Night,Low,None,355606,No
C002864,V02198,L0076,S015,Theft,2023-12-15,Evening,Medium,Stick,225531,Yes
C002865,V00354,L0164,S026,Kidnapping,2023-12-29,Night,Low,None,175500,No
C002866,V02179,L0255,S016,Burglary,2024-10-28,Afternoon,Medium,None,441008,Yes
C002867,V01485,L0082,S074,Fraud,2024-07-07,Afternoon,Low,Stick,7796,Yes
C002868,V03476,L0140,S012,Cyber Crime,2024-07-24,Afternoon,High,None,87685,Yes
C002869,V03902,L0123,S035,Fraud,2025-07-19,Afternoon,High,Knife,145857,No
C002870,V03764,L0170,S039,Kidnapping,2023-09-07,Night,Medium,None,302362,Yes
C002871,V02238,L0052,S011,Assault,2024-10-17,Morning,Low,None,477944,Yes
C002872,V01425,L0272,S061,Cyber Crime,2024-01-05,Night,High,Gun,489814,No
C002873,V03616,L0004,S005,Kidnapping,2025-11-14,Afternoon,Medium,None,265096,No
C002874,V02614,L0089,S032,Robbery,2025-03-27,Afternoon,Medium,Stick,338256,Yes
C002875,V00588,L0253,S016,Robbery,2024-09-05,Afternoon,Low,Knife,344985,Yes
C002876,V02314,L0078,S070,Robbery,2025-09-03,Morning,Medium,Knife,317538,Yes
C002877,V00590,L0016,S035,Cyber Crime,2023-08-14,Afternoon,Low,Gun,357902,Yes
C002878,V01830,L0152,S005,Cyber Crime,2023-10-25,Morning,Low,Knife,35067,Yes
C002879,V03965,L0259,S060,Cyber Crime,2023-10-10,Evening,Medium,None,442934,Yes
C002880,V00806,L0206,S005,Robbery,2023-11-25,Evening,Medium,Knife,203322,Yes
C002881,V03323,L0144,S066,Fraud,2023-03-28,Evening,High,Stick,463969,Yes
C002882,V02176,L0266,S021,Cyber Crime,2023-03-09,Night,Low,Gun,25427,No
C002883,V00738,L0262,S061,Burglary,2024-01-14,Morning,Low,None,469386,Yes
C002884,V01632,L0286,S004,Kidnapping,2023-12-03,Night,High,None,407042,Yes
C002885,V03317,L0267,S069,Kidnapping,2023-12-05,Evening,Low,None,227103,Yes
C002886,V00787,L0074,S007,Burglary,2023-02-24,Morning,High,Knife,82294,No
C002887,V01985,L0039,S021,Burglary,2023-09-06,Evening,Medium,None,45631,Yes
C002888,V01077,L0091,S034,Kidnapping,2025-08-18,Afternoon,Medium,Knife,479225,No
C002889,V02610,L0278,S033,Cyber Crime,2025-09-05,Night,Medium,None,230342,Yes
C002890,V00270,L0123,S007,Cyber Crime,2023-03-24,Evening,High,None,371697,Yes
C002891,V02076,L0281,S059,Fraud,2025-05-24,Morning,Low,Knife,22129,No
C002892,V01117,L0099,S073,Burglary,2023-09-07,Morning,Low,None,80603,No
C002893,V00588,L0289,S072,Fraud,2023-01-25,Morning,Medium,Gun,273392,Yes
C002894,V00136,L0298,S015,Fraud,2023-02-02,Morning,Low,Knife,79181,No
C002895,V01778,L0037,S015,Assault,2025-04-28,Morning,Low,None,323998,Yes
C002896,V00742,L0275,S053,Burglary,2025-09-23,Evening,Low,None,181558,No
C002897,V02961,L0166,S006,Assault,2025-11-19,Evening,Medium,None,293743,Yes
C002898,V00589,L0018,S070,Theft,2023-08-04,Morning,Medium,Stick,316951,No
C002899,V00221,L0002,S051,Robbery,2023-01-13,Afternoon,Medium,Stick,278259,No
C002900,V00358,L0062,S067,Cyber Crime,2025-05-30,Morning,Medium,None,3706,No
C002901,V03425,L0019,S062,Assault,2023-08-29,Morning,Low,None,308755,Yes
C002902,V00570,L0193,S046,Burglary,2025-03-08,Afternoon,Medium,Gun,176109,No
C002903,V01879,L0291,S020,Robbery,2024-04-29,Night,Medium,Stick,84704,Yes
C002904,V01497,L0120,S001,Burglary,2024-01-19,Night,Medium,None,247760,No
C002905,V01819,L0006,S035,Kidnapping,2024-09-30,Night,Medium,Stick,434563,Yes
C002906,V02144,L0067,S047,Cyber Crime,2023-04-03,Night,Low,Knife,337686,Yes
C002907,V00891,L0014,S027,Kidnapping,2023-06-18,Evening,High,None,479432,No
C002908,V01737,L0235,S038,Burglary,2025-10-16,Afternoon,Low,Knife,178608,Yes
C002909,V01728,L0253,S036,Burglary,2025-04-19,Morning,Low,Gun,136441,Yes
C002910,V00936,L0280,S040,Robbery,2025-12-10,Afternoon,Medium,Gun,216243,No
C002911,V03151,L0178,S033,Robbery,2024-09-01,Night,Medium,Stick,11430,Yes
C002912,V03580,L0149,S046,Robbery,2025-07-17,Evening,Low,Knife,364819,No
C002913,V01680,L0114,S063,Kidnapping,2025-07-22,Evening,Medium,Gun,246276,Yes
C002914,V02016,L0245,S010,Cyber Crime,2024-12-13,Night,Medium,Knife,66174,No
C002915,V03596,L0160,S073,Robbery,2025-11-14,Afternoon,Low,None,427758,Yes
C002916,V00959,L0246,S035,Theft,2024-12-23,Afternoon,High,Gun,312565,No
C002917,V03475,L0197,S032,Assault,2025-06-14,Morning,Medium,Stick,194986,No
