case_id,crime_id,case_status,investigation_days,fine_amount,court_status,case_priority
CASE002745,C002745,Solved,190,47859,Hearing,Medium
CASE002746,C002746,Solved,96,41056,Closed,High
CASE002747,C002747,Solved,169,21502,Hearing,Low
CASE002748,C002748,Solved,61,65137,Hearing,Low
CASE002749,C002749,Solved,10,96947,Hearing,Low
CASE002750,C002750,Solved,210,80006,Ongoing,High
CASE002751,C002751,Under Investigation,163,70057,Hearing,Low
CASE002752,C002752,Solved,265,93616,Closed,Medium
CASE002753,C002753,Solved,241,35523,Ongoing,Medium
CASE002754,C002754,Solved,9,22588,Closed,Medium
CASE002755,C002755,Solved,156,9822,Closed,Medium
CASE002756,C002756,Pending,237,85574,Ongoing,High
CASE002757,C002757,Solved,191,51012,Ongoing,Low
CASE002758,C002758,Solved,10,62245,Closed,Low
CASE002759,C002759,Solved,292,93659,Hearing,High
CASE002760,C002760,Pending,261,6993,Ongoing,High
CASE002761,C002761,Solved,224,45532,Ongoing,High
CASE002762,C002762,Solved,46,32932,Ongoing,Low
CASE002763,C002763,Solved,212,33590,Ongoing,Low
CASE002764,C002764,Solved,137,61175,Hearing,Medium
CASE002765,C002765,Under Investigation,10,31471,Closed,Medium
CASE002766,C002766,Under Investigation,125,35474,Hearing,High
CASE002767,C002767,Pending,313,96410,Closed,High
CASE002768,C002768,Solved,106,16876,Ongoing,Medium
CASE002769,C002769,Solved,61,60281,Hearing,Medium
CASE002770,C002770,Solved,169,16715,Closed,High
CASE002771,C002771,Solved,56,80115,Hearing,Low
CASE002772,C002772,Solved,360,2434,Ongoing,High
CASE002773,C002773,Under Investigation,116,95234,Ongoing,High
CASE002774,C002774,Solved,284,85814,Hearing,High
CASE002775,C002775,Solved,162,49083,Closed,Low
CASE002776,C002776,Solved,347,79287,Ongoing,Medium
CASE002777,C002777,Solved,132,87725,Hearing,Low
CASE002778,C002778,Solved,214,28777,Hearing,High
CASE002779,C002779,Solved,61,4148,Hearing,Medium
CASE002780,C002780,Solved,354,3993,Closed,Low
CASE002781,C002781,Pending,8,24591,Hearing,Medium
CASE002782,C002782,Solved,21,86070,Closed,Medium
CASE002783,C002783,Solved,94,56798,Ongoing,High
CASE002784,C002784,Pending,142,64891,Closed,Medium
CASE002785,C002785,Solved,266,91140,Hearing,Medium
CASE002786,C002786,Solved,283,97623,Closed,Low
CASE002787,C002787,Under Investigation,288,98838,Closed,High
CASE002788,C002788,Under Investigation,118,9488,Closed,High
CASE002789,C002789,Solved,56,71112,Hearing,Low
CASE002790,C002790,Solved,250,3188,Ongoing,Low
CASE002791,C002791,Solved,41,64897,Hearing,Medium
CASE002792,C002792,Under Investigation,211,2444,Hearing,High
CASE002793,C002793,Pending,181,56670,Closed,Medium
CASE002794,C002794,Pending,141,6994,Closed,Medium
CASE002795,C002795,Solved,211,26525,Hearing,High
CASE002796,C002796,Under Investigation,329,7608,Closed,High
CASE002797,C002797,Under Investigation,82,66033,Hearing,Medium
CASE002798,C002798,Pending,336,52247,Hearing,Medium
CASE002799,C002799,Solved,50,57287,Closed,Medium
CASE002800,C002800,Solved,226,35586,Closed,Low
CASE002801,C002801,Solved,185,92578,Hearing,Low
CASE002802,C002802,Pending,19,13136,Hearing,High
CASE002803,C002803,Solved,156,21341,Ongoing,Medium
CASE002804,C002804,Pending,230,7116,Hearing,Low
CASE002805,C002805,Solved,200,24456,Closed,High
CASE002806,C002806,Solved,44,10540,Hearing,Medium
CASE002807,C002807,Solved,323,50810,Hearing,Medium
CASE002808,C002808,Solved,173,19083,Closed,Medium
CASE002809,C002809,Pending,290,61396,Hearing,Medium
CASE002810,C002810,Solved,299,95824,Ongoing,Low
CASE002811,C002811,Under Investigation,234,1731,Ongoing,Medium
CASE002812,C002812,Pending,40,29004,Hearing,High
CASE002813,C002813,Pending,35,75458,Closed,Low
CASE002814,C002814,Solved,108,59254,Ongoing,High
CASE002815,C002815,Pending,30,73575,Ongoing,High
CASE002816,C002816,Under Investigation,274,41318,Ongoing,Low
CASE002817,C002817,Under Investigation,129,97192,Hearing,Low
CASE002818,C002818,Solved,362,29918,Closed,High
CASE002819,C002819,Pending,360,69570,Closed,Medium
CASE002820,C002820,Solved,111,96606,Closed,High
CASE002821,C002821,Solved,221,94067,Hearing,Medium
CASE002822,C002822,Pending,181,72960,Closed,Medium
CASE002823,C002823,Solved,206,90759,Closed,High
CASE002824,C002824,Solved,25,53542,Ongoing,Medium
CASE002825,C002825,Under Investigation,112,30818,Ongoing,Medium
CASE002826,C002826,Under Investigation,256,65276,Hearing,Low
CASE002827,C002827,Solved,310,22111,Closed,Medium
CASE002828,C002828,Solved,251,94663,Closed,Low
CASE002829,C002829,Under Investigation,295,79348,Closed,Medium
CASE002830,C002830,Under Investigation,301,52140,Hearing,Medium
CASE002831,C002831,Solved,29,77872,Hearing,High
CASE002832,C002832,Solved,142,88915,Ongoing,High
CASE002833,C002833,Solved,77,82962,Ongoing,High
CASE002834,C002834,Solved,124,42426,Closed,High
CASE002835,C002835,Pending,28,22528,Ongoing,Medium
CASE002836,C002836,Solved,202,42021,Hearing,Medium
CASE002837,C002837,Solved,204,89662,Ongoing,Low
CASE002838,C002838,Under Investigation,224,5966,Hearing,Medium
CASE002839,C002839,Solved,60,87598,Hearing,Medium
CASE002840,C002840,Pending,230,42517,Ongoing,Low
CASE002841,C002841,Solved,222,80266,Hearing,Low
CASE002842,C002842,Solved,310,1798,Hearing,High
CASE002843,C002843,Under Investigation,349,27276,Ongoing,High
CASE002844,C002844,Pending,164,60005,Closed,Medium
CASE002845,C002845,Solved,266,21498,Closed,Low
CASE002846,C002846,Pending,196,98070,Ongoing,Medium
CASE002847,C002847,Solved,187,2135,Closed,Medium
CASE002848,C002848,Solved,340,58199,Hearing,Medium
CASE002849,C002849,Solved,106,57902,Ongoing,High
CASE002850,C002850,Under Investigation,311,39752,Closed,Low
CASE002851,C002851,Solved,276,11494,Closed,Low
CASE002852,C002852,Under Investigation,117,40402,Closed,Low
CASE002853,C002853,Solved,113,64347,Hearing,High
CASE002854,C002854,Solved,17,82248,Closed,High
CASE002855,C002855,Pending,324,23874,Ongoing,Low
CASE002856,C002856,Solved,307,20484,Closed,Medium
CASE002857,C002857,Solved,305,92886,Ongoing,Low
CASE002858,C002858,Under Investigation,219,70181,Ongoing,High
CASE002859,C002859,Pending,294,5624,Closed,Low
CASE002860,C002860,Solved,260,42007,Hearing,Medium
CASE002861,C002861,Solved,11,97954,Hearing,High
CASE002862,C002862,Solved,49,15477,Closed,Medium
CASE002863,C002863,Solved,112,20732,Ongoing,Medium
CASE002864,C002864,Solved,85,46212,Ongoing,Low
CASE002865,C002865,Solved,284,70273,Ongoing,High
CASE002866,C002866,Under Investigation,49,5441,Ongoing,Low
CASE002867,C002867,Solved,132,41979,Hearing,High
CASE002868,C002868,Solved,139,43074,Hearing,Low
CASE002869,C002869,Solved,80,64803,Closed,Low
CASE002870,C002870,Pending,110,55642,Hearing,Low
CASE002871,C002871,Solved,262,37700,Hearing,High
CASE002872,C002872,Solved,6,33073,Hearing,High
CASE002873,C002873,Solved,222,72711,Ongoing,Medium
CASE002874,C002874,Under Investigation,144,42880,Hearing,Low
CASE002875,C002875,Pending,6,77021,Hearing,High
CASE002876,C002876,Solved,18,91404,Ongoing,Low
CASE002877,C002877,Solved,314,82889,Hearing,Medium
CASE002878,C002878,Solved,333,52605,Closed,High
CASE002879,C002879,Solved,35,86360,Hearing,Medium
CASE002880,C002880,Under Investigation,51,53964,Hearing,High
CASE002881,C002881,Solved,259,54863,Ongoing,High
CASE002882,C002882,Solved,60,75686,Hearing,High
CASE002883,C002883,Solved,312,75970,Hearing,High
CASE002884,C002884,Solved,110,1412,Closed,Low
CASE002885,C002885,Solved,131,49519,Closed,Low
CASE002886,C002886,Solved,192,74620,Closed,Low
CASE002887,C002887,Pending,11,73741,Closed,Low
CASE002888,C002888,Solved,133,34074,Hearing,High
CASE002889,C002889,Solved,332,1560,Hearing,Medium
CASE002890,C002890,Solved,23,70883,Ongoing,Low
CASE002891,C002891,Pending,54,98166,Hearing,High
CASE002892,C002892,Solved,189,47452,Ongoing,Low
CASE002893,C002893,Solved,210,2549,Hearing,High
CASE002894,C002894,Pending,190,6473,Hearing,Medium
CASE002895,C002895,Solved,268,78340,Hearing,Low
CASE002896,C002896,Under Investigation,182,37668,Closed,High
CASE002897,C002897,Pending,139,27001,Hearing,Low
CASE002898,C002898,Under Investigation,243,40680,Hearing,Low
CASE002899,C002899,Solved,255,11953,Hearing,Low
CASE002900,C002900,Under Investigation,192,25485,Closed,High
CASE002901,C002901,Solved,274,30358,Ongoing,High
CASE002902,C002902,Solved,284,87905,Ongoing,High
CASE002903,C002903,Solved,264,71454,Ongoing,Medium
CASE002904,C002904,Solved,324,43712,Hearing,High
CASE002905,C002905,Under Investigation,54,68242,Hearing,Low
CASE002906,C002906,Under Investigation,321,84433,Closed,Medium
CASE002907,C002907,Solved,96,27073,Ongoing,High
CASE002908,C002908,Solved,60,86037,Hearing,High
CASE002909,C002909,Pending,165,98324,Ongoing,Low
CASE002910,C002910,Solved,349,69253,Hearing,High
CASE002911,C002911,Pending,210,11190,Hearing,Low
CASE002912,C002912,Solved,319,94962,Closed,High
CASE002913,C002913,Solved,331,96549,Closed,Low
CASE002914,C002914,Solved,36,16659,Hearing,Medium
CASE002915,C002915,Under Investigation,330,39469,Hearing,High
CASE002916,C002916,Solved,208,6774,Ongoing,Low
CASE002917,C002917,Solved,16,88906,Hearing,High
CASE002918,C002918,Solved,90,1727,Hearing,High
CASE002919,C002919,Solved,125,97546,Closed,High
CASE002920,C002920,Under Investigation,160,81857,Closed,Low
CASE002921,C002921,Solved,69,2837,Hearing,Medium
CASE002922,C002922,Under Investigation,30,68742,Ongoing,Low
CASE002923,C002923,Solved,240,83982,Closed,High
CASE002924,C002924,Solved,345,92618,Hearing,High
CASE002925,C002925,Solved,295,89314,Ongoing,Medium
CASE002926,C002926,Pending,328,57639,Ongoing,Low
CASE002927,C002927,Solved,187,77654,Hearing,Medium
CASE002928,C002928,Solved,290,84323,Closed,High
CASE002929,C002929,Solved,141,18635,Ongoing,Low
CASE002930,C002930,Solved,43,95381,Hearing,Medium
CASE002931,C002931,Solved,155,75174,Ongoing,Low
CASE002932,C002932,Under Investigation,18,27112,Hearing,High
CASE002933,C002933,Solved,135,48431,Ongoing,High
CASE002934,C002934,Under Investigation,30,77525,Hearing,High
CASE002935,C002935,Solved,264,38916,Ongoing,Medium
CASE002936,C002936,Solved,295,28446,Ongoing,High
CASE002937,C002937,Solved,225,2042,Closed,High
CASE002938,C002938,Solved,317,22876,Closed,Medium
CASE002939,C002939,Solved,155,70280,Closed,Low
CASE002940,C002940,Under Investigation,82,54128,Closed,Low
CASE002941,C002941,Solved,251,92026,Ongoing,High
CASE002942,C002942,Pending,146,20814,Ongoing,Low
CASE002943,C002943,Pending,250,75394,Ongoing,Medium
CASE002944,C002944,Solved,309,94521,Ongoing,Medium
CASE002945,C002945,Solved,35,82115,Closed,High
CASE002946,C002946,Solved,133,57798,Ongoing,Low
CASE002947,C002947,Under Investigation,258,89659,Ongoing,Medium
CASE002948,C002948,Solved,343,40932,Closed,Low
CASE002949,C002949,Solved,139,54495,Ongoing,High
CASE002950,C002950,Solved,222,7430,Closed,Low
CASE002951,C002951,Solved,279,27548,Hearing,Low
CASE002952,C002952,Under Investigation,125,26489,Ongoing,Medium
CASE002953,C002953,Under Investigation,283,91330,Closed,High
CASE002954,C002954,Pending,176,77744,Ongoing,High
CASE002955,C002955,Solved,225,4471,Closed,Low
CASE002956,C002956,Pending,92,41685,Hearing,Medium
CASE002957,C002957,Solved,86,10383,Hearing,High
CASE002958,C002958,Solved,193,90847,Closed,High
CASE002959,C002959,Pending,298,15884,Closed,Medium
CASE002960,C002960,Under Investigation,311,23830,Hearing,Low
CASE002961,C002961,Pending,143,52048,Hearing,Low
CASE002962,C002962,Solved,140,88202,Ongoing,Low
CASE002963,C002963,Solved,154,69412,Hearing,Low
CASE002964,C002964,Solved,232,32498,Closed,Low
CASE002965,C002965,Solved,130,99061,Hearing,Medium
CASE002966,C002966,Solved,176,29852,Hearing,Low
CASE002967,C002967,Solved,364,63639,Hearing,Low
CASE002968,C002968,Under Investigation,313,44682,Ongoing,High
CASE002969,C002969,Solved,308,57183,Ongoing,High
CASE002970,C002970,Solved,337,8843,Closed,Low
CASE002971,C002971,Under Investigation,168,82898,Ongoing,Low
CASE002972,C002972,Solved,344,14453,Closed,Low
CASE002973,C002973,Pending,22,38169,Hearing,Low
CASE002974,C002974,Solved,36,29166,Ongoing,High
CASE002975,C002975,Pending,128,69183,Closed,High
CASE002976,C002976,Under Investigation,321,3889,Closed,High
CASE002977,C002977,Solved,154,77649,Ongoing,Low
CASE002978,C002978,Solved,81,96155,Closed,High
CASE002979,C002979,Under Investigation,297,72697,Closed,Medium
CASE002980,C002980,Solved,322,5456,Closed,Medium
CASE002981,C002981,Under Investigation,362,36549,Ongoing,High
CASE002982,C002982,Under Investigation,186,20829,Hearing,Medium
CASE002983,C002983,Solved,231,11798,Ongoing,Low
CASE002984,C002984,Solved,87,76226,Hearing,Medium
CASE002985,C002985,Pending,43,90985,Closed,High
CASE002986,C002986,Solved,339,52213,Hearing,Medium
CASE002987,C002987,Under Investigation,251,11378,Hearing,Medium
CASE002988,C002988,Pending,345,71429,Hearing,High
CASE002989,C002989,Solved,254,14441,Hearing,High
CASE002990,C002990,Pending,18,35125,Ongoing,Medium
CASE002991,C002991,Pending,23,4850,Closed,Low
CASE002992,C002992,Pending,28,76260,Hearing,High
CASE002993,C002993,Under Investigation,224,20894,Hearing,Medium
CASE002994,C002994,Solved,295,46060,Closed,Low
CASE002995,C002995,Under Investigation,182,65015,Ongoing,Low
CASE002996,C002996,Pending,29,42759,Closed,Low
CASE002997,C002997,Solved,116,41165,Ongoing,Medium
CASE002998,C002998,Solved,98,87377,Hearing,Low
CASE002999,C002999,Solved,246,46071,Ongoing,Low
CASE003000,C003000,Solved,202,88913,Hearing,Medium
CASE003001,C003001,Solved,211,28062,Closed,High
CASE003002,C003002,Solved,318,79587,Hearing,High
CASE003003,C003003,Pending,344,87210,Closed,High
CASE003004,C003004,Under Investigation,104,88472,Ongoing,Low
CASE003005,C003005,Solved,5,93992,Hearing,Medium
CASE003006,C003006,Solved,63,15743,Hearing,High
CASE003007,C003007,Solved,201,37922,Closed,Low
CASE003008,C003008,Solved,251,66212,Closed,High
CASE003009,C003009,Solved,176,46657,Closed,Low
CASE003010,C003010,Solved,46,90860,Ongoing,Low
CASE003011,C003011,Under Investigation,251,74493,Hearing,Medium
CASE003012,C003012,Pending,312,57056,Ongoing,Low
CASE003013,C003013,Under Investigation,248,58151,Closed,Low
CASE003014,C003014,Pending,36,3476,Hearing,Medium
CASE003015,C003015,Solved,360,4141,Hearing,High
CASE003016,C003016,Under Investigation,105,69824,Closed,High
CASE003017,C003017,Solved,204,30491,Closed,High
CASE003018,C003018,Pending,186,74308,Hearing,Low
CASE003019,C003019,Solved,50,8675,Closed,Low
CASE003020,C003020,Pending,349,36813,Hearing,Low
CASE003021,C003021,Solved,156,31968,Hearing,Low
CASE003022,C003022,Pending,286,96328,Hearing,Low
CASE003023,C003023,Pending,330,59476,Hearing,Low
CASE003024,C003024,Under Investigation,79,61160,Closed,Medium
CASE003025,C003025,Pending,327,20644,Ongoing,High
CASE003026,C003026,Solved,124,25435,Ongoing,Low
CASE003027,C003027,Solved,209,11612,Ongoing,Medium
CASE003028,C003028,Solved,354,24726,Closed,Medium
CASE003029,C003029,Solved,187,25627,Hearing,High
CASE003030,C003030,Solved,277,15616,Ongoing,Low
CASE003031,C003031,Solved,264,86546,Hearing,High
CASE003032,C003032,Solved,264,43017,Ongoing,Medium
CASE003033,C003033,Solved,235,3327,Hearing,Low
CASE003034,C003034,Pending,78,56494,Ongoing,Medium
CASE003035,C003035,Solved,34,7683,Hearing,Low
CASE003036,C003036,Solved,156,58066,Closed,Low
CASE003037,C003037,Pending,17,33029,Hearing,Medium
CASE003038,C003038,Solved,285,45249,Closed,High
CASE003039,C003039,Pending,39,33553,Closed,High
CASE003040,C003040,Solved,70,30023,Ongoing,Low
CASE003041,C003041,Solved,67,51841,Hearing,Medium
CASE003042,C003042,Solved,98,92256,Hearing,High
CASE003043,C003043,Solved,134,3861,Hearing,Medium
CASE003044,C003044,Under Investigation,235,84935,Hearing,Low
CASE003045,C003045,Pending,80,88771,Closed,Low
CASE003046,C003046,Under Investigation,98,40000,Hearing,Medium
CASE003047,C003047,Solved,120,57995,Hearing,High
CASE003048,C003048,Solved,270,60392,Hearing,Low
CASE003049,C003049,Under Investigation,344,11915,Hearing,High
CASE003050,C003050,Under Investigation,134,18948,Ongoing,Low
CASE003051,C003051,Solved,125,49877,Ongoing,High
CASE003052,C003052,Solved,6,90488,Hearing,Low
CASE003053,C003053,Solved,39,76762,Ongoing,Medium
CASE003054,C003054,Solved,281,78058,Closed,High
CASE003055,C003055,Solved,345,36824,Hearing,Low
CASE003056,C003056,Solved,215,46547,Ongoing,Low
CASE003057,C003057,Solved,129,47069,Ongoing,Low
CASE003058,C003058,Solved,124,67635,Ongoing,Low
CASE003059,C003059,Solved,116,73331,Closed,Medium
CASE003060,C003060,Pending,287,12607,Ongoing,Low
CASE003061,C003061,Pending,350,4585,Ongoing,Low
CASE003062,C003062,Solved,202,1972,Ongoing,Medium
CASE003063,C003063,Solved,122,18997,Ongoing,Medium
CASE003064,C003064,Solved,243,68975,Closed,Low
CASE003065,C003065,Under Investigation,306,15759,Hearing,Low
CASE003066,C003066,Pending,8,71355,Closed,High
CASE003067,C003067,Solved,344,79675,Closed,High
CASE003068,C003068,Pending,41,9347,Closed,Low
CASE003069,C003069,Solved,17,76897,Closed,High
CASE003070,C003070,Solved,90,7538,Hearing,Medium
CASE003071,C003071,Solved,168,37267,Ongoing,High
CASE003072,C003072,Solved,51,36816,Closed,Medium
CASE003073,C003073,Under Investigation,188,84774,Closed,Low
CASE003074,C003074,Solved,138,47240,Closed,Medium
CASE003075,C003075,Pending,255,30312,Ongoing,High
CASE003076,C003076,Under Investigation,285,1205,Ongoing,High
CASE003077,C003077,Solved,196,43225,Hearing,Low
CASE003078,C003078,Solved,213,83034,Closed,Low
CASE003079,C003079,Solved,172,31865,Ongoing,Medium
CASE003080,C003080,Solved,229,63737,Ongoing,High
CASE003081,C003081,Under Investigation,309,52593,Closed,Medium
CASE003082,C003082,Solved,283,51984,Ongoing,Low
CASE003083,C003083,Solved,245,51334,Ongoing,High
CASE003084,C003084,Under Investigation,58,8205,Ongoing,Medium
CASE003085,C003085,Solved,76,1759,Closed,Low
CASE003086,C003086,Solved,150,88233,Hearing,Low
CASE003087,C003087,Solved,295,86500,Closed,Low
CASE003088,C003088,Under Investigation,185,84945,Ongoing,Low
CASE003089,C003089,Solved,363,4377,Ongoing,Medium
CASE003090,C003090,Solved,245,58570,Closed,Medium
CASE003091,C003091,Under Investigation,40,68383,Hearing,Low
CASE003092,C003092,Under Investigation,165,31998,Closed,Low
CASE003093,C003093,Solved,80,25946,Ongoing,High
CASE003094,C003094,Under Investigation,332,70201,Hearing,High
CASE003095,C003095,Solved,352,6427,Closed,High
CASE003096,C003096,Solved,173,63359,Ongoing,High
CASE003097,C003097,Under Investigation,172,23460,Closed,Medium
CASE003098,C003098,Solved,263,23035,Hearing,Low
CASE003099,C003099,Pending,102,73120,Hearing,High
CASE003100,C003100,Solved,75,81252,Ongoing,Medium
CASE003101,C003101,Solved,234,42102,Ongoing,High
CASE003102,C003102,Solved,263,36780,Closed,Medium
CASE003103,C003103,Solved,281,99208,Ongoing,Medium
CASE003104,C003104,Pending,354,19451,Hearing,Medium
CASE003105,C003105,Under Investigation,71,77445,Hearing,Low
CASE003106,C003106,Pending,163,96033,Closed,High
CASE003107,C003107,Pending,354,11514,Hearing,High
CASE003108,C003108,Solved,269,70089,Closed,High
CASE003109,C003109,Pending,76,82254,Ongoing,Medium
CASE003110,C003110,Solved,101,57442,Hearing,Low
CASE003111,C003111,Under Investigation,181,53776,Ongoing,High
CASE003112,C003112,Under Investigation,278,43625,Hearing,Low
CASE003113,C003113,Solved,210,12296,Hearing,Low
CASE003114,C003114,Solved,95,53279,Hearing,Medium
CASE003115,C003115,Pending,15,37172,Ongoing,Low
CASE003116,C003116,Solved,176,90436,Closed,High
CASE003117,C003117,Solved,254,66521,Closed,Medium
CASE003118,C003118,Solved,137,34721,Ongoing,Low
CASE003119,C003119,Solved,63,88194,Ongoing,Medium
CASE003120,C003120,Pending,71,13441,Ongoing,High
CASE003121,C003121,Solved,109,66052,Hearing,Medium
CASE003122,C003122,Solved,19,71536,Hearing,Low
CASE003123,C003123,Under Investigation,255,3204,Closed,Medium
CASE003124,C003124,Under Investigation,173,55007,Ongoing,High
CASE003125,C003125,Solved,283,57272,Hearing,High
CASE003126,C003126,Solved,268,61854,Hearing,Medium
CASE003127,C003127,Solved,23,97344,Hearing,Low
CASE003128,C003128,Pending,221,8757,Ongoing,Low
CASE003129,C003129,Pending,357,26314,Ongoing,High
CASE003130,C003130,Pending,28,29962,Ongoing,Medium
CASE003131,C003131,Solved,131,98303,Closed,High
CASE003132,C003132,Solved,309,51171,Hearing,High
CASE003133,C003133,Solved,257,70258,Hearing,Medium
CASE003134,C003134,Solved,30,33869,Hearing,Medium
CASE003135,C003135,Solved,273,88502,Hearing,Low
CASE003136,C003136,Solved,231,69228,Ongoing,Low
CASE003137,C003137,Pending,217,81228,Ongoing,High
CASE003138,C003138,Pending,33,49233,Closed,Medium
CASE003139,C003139,Solved,298,78900,Ongoing,Medium
CASE003140,C003140,Solved,64,46030,Closed,Medium
CASE003141,C003141,Solved,324,77723,Hearing,Low
CASE003142,C003142,Pending,280,19735,Hearing,Low
CASE003143,C003143,Solved,205,30043,Ongoing,Low
CASE003144,C003144,Solved,161,84887,Closed,High
CASE003145,C003145,Solved,346,87117,Ongoing,High
CASE003146,C003146,Solved,207,79181,Closed,Medium
CASE003147,C003147,Pending,57,45578,Ongoing,Medium
CASE003148,C003148,Solved,310,95905,Ongoing,High
CASE003149,C003149,Pending,342,2445,Closed,Low
CASE003150,C003150,Solved,336,71512,Closed,Medium
CASE003151,C003151,Solved,259,50376,Ongoing,Low
CASE003152,C003152,Solved,346,88853,Hearing,Medium
CASE003153,C003153,Solved,89,90789,Ongoing,High
CASE003154,C003154,Solved,357,19375,Closed,High
CASE003155,C003155,Pending,322,94261,Ongoing,Low
CASE003156,C003156,Solved,51,53835,Closed,High
CASE003157,C003157,Under Investigation,163,38153,Hearing,Low
CASE003158,C003158,Pending,297,21625,Hearing,Low
CASE003159,C003159,Solved,18,36193,Closed,High
CASE003160,C003160,Solved,7,15629,Ongoing,Low
CASE003161,C003161,Solved,66,81667,Closed,Medium
CASE003162,C003162,Under Investigation,59,71435,Closed,Medium
CASE003163,C003163,Solved,213,42600,Hearing,High
CASE003164,C003164,Solved,238,85561,Closed,Medium
CASE003165,C003165,Solved,32,50239,Ongoing,Medium
CASE003166,C003166,Solved,221,81807,Closed,Medium
CASE003167,C003167,Under Investigation,170,13808,Closed,Low
CASE003168,C003168,Pending,93,70436,Hearing,Medium
CASE003169,C003169,Solved,115,91874,Hearing,Low
CASE003170,C003170,Solved,311,59151,Hearing,Medium
CASE003171,C003171,Pending,7,61517,Closed,Medium
CASE003172,C003172,Solved,179,91226,Closed,Medium
CASE003173,C003173,Solved,10,13586,Closed,Low
CASE003174,C003174,Solved,34,35806,Closed,High
CASE003175,C003175,Solved,187,4702,Hearing,High
CASE003176,C003176,Solved,316,84741,Ongoing,Low
CASE003177,C003177,Solved,181,82477,Ongoing,High
CASE003178,C003178,Solved,233,39175,Ongoing,High
CASE003179,C003179,Pending,62,12926,Ongoing,High
CASE003180,C003180,Solved,124,43037,Hearing,Low
CASE003181,C003181,Solved,206,20427,Closed,High
CASE003182,C003182,Solved,93,5695,Hearing,Low
CASE003183,C003183,Pending,207,42529,Ongoing,High
CASE003184,C003184,Under Investigation,361,7755,Closed,High
CASE003185,C003185,Pending,159,29252,Ongoing,Low
CASE003186,C003186,Under Investigation,20,22787,Ongoing,High
CASE003187,C003187,Solved,282,44559,Hearing,Medium
CASE003188,C003188,Solved,13,50134,Closed,Medium
CASE003189,C003189,Solved,281,49834,Closed,Low
CASE003190,C003190,Solved,174,30302,Closed,Low
CASE003191,C003191,Pending,207,30803,Closed,High
CASE003192,C003192,Pending,99,23196,Closed,High
CASE003193,C003193,Solved,73,94505,Closed,High
CASE003194,C003194,Solved,45,26892,Ongoing,Low
CASE003195,C003195,Pending,326,44985,Hearing,Low
CASE003196,C003196,Solved,145,99691,Ongoing,Low
CASE003197,C003197,Solved,119,45964,Closed,Low
CASE003198,C003198,Solved,67,1912,Ongoing,High
CASE003199,C003199,Solved,131,25969,Ongoing,High
CASE003200,C003200,Pending,237,83698,Ongoing,Low
CASE003201,C003201,Solved,176,40262,Hearing,Medium
CASE003202,C003202,Solved,220,18186,Closed,High
CASE003203,C003203,Pending,48,52111,Hearing,Medium
CASE003204,C003204,Solved,293,65766,Closed,Medium
CASE003205,C003205,Pending,347,36887,Ongoing,Low
CASE003206,C003206,Solved,262,20545,Ongoing,Low
CASE003207,C003207,Solved,76,23451,Closed,High
CASE003208,C003208,Pending,214,47987,Hearing,Medium
CASE003209,C003209,Solved,225,32969,Closed,Medium
CASE003210,C003210,Solved,186,9542,Closed,Low
CASE003211,C003211,Solved,204,19398,Hearing,Medium
CASE003212,C003212,Solved,306,88583,Ongoing,Medium
CASE003213,C003213,Pending,348,17254,Hearing,Low
CASE003214,C003214,Pending,183,50875,Hearing,Medium
CASE003215,C003215,Under Investigation,260,86553,Ongoing,Low
CASE003216,C003216,Under Investigation,95,68142,Hearing,Medium
CASE003217,C003217,Solved,140,91380,Closed,Medium
CASE003218,C003218,Solved,98,5179,Ongoing,Low
CASE003219,C003219,Solved,133,15376,Hearing,Medium
CASE003220,C003220,Under Investigation,242,47778,Ongoing,Medium
CASE003221,C003221,Pending,34,70874,Closed,Low
CASE003222,C003222,Solved,229,29766,Closed,Medium
CASE003223,C003223,Solved,243,49337,Ongoing,Low
CASE003224,C003224,Solved,309,78768,Hearing,Medium
CASE003225,C003225,Solved,248,3004,Ongoing,Medium
CASE003226,C003226,Solved,358,71187,Hearing,Low
CASE003227,C003227,Under Investigation,164,44888,Ongoing,Low
CASE003228,C003228,Solved,294,30856,Closed,High
CASE003229,C003229,Pending,132,86402,Ongoing,High
CASE003230,C003230,Solved,90,85468,Hearing,Low
CASE003231,C003231,Solved,211,11180,Ongoing,Medium
CASE003232,C003232,Under Investigation,212,5782,Ongoing,Low
CASE003233,C003233,Solved,311,84180,Closed,High
CASE003234,C003234,Solved,170,44700,Ongoing,High
CASE003235,C003235,Solved,224,67520,Closed,Low
CASE003236,C003236,Solved,23,90671,Closed,Medium
CASE003237,C003237,Solved,102,3751,Ongoing,Low
CASE003238,C003238,Solved,111,78152,Ongoing,High
CASE003239,C003239,Solved,286,16537,Closed,Low
CASE003240,C003240,Pending,305,50155,Ongoing,Medium
CASE003241,C003241,Solved,227,9701,Closed,Low
CASE003242,C003242,Solved,233,44089,Hearing,Medium
CASE003243,C003243,Pending,273,86368,Hearing,Medium
CASE003244,C003244,Solved,183,6647,Ongoing,Low
CASE003245,C003245,Solved,97,69476,Hearing,Low
CASE003246,C003246,Pending,200,83545,Hearing,Low
CASE003247,C003247,Solved,80,19086,Ongoing,Medium
CASE003248,C003248,Solved,249,49435,Hearing,Low
CASE003249,C003249,Under Investigation,138,88912,Closed,Medium
CASE003250,C003250,Solved,255,14079,Closed,High
CASE003251,C003251,Under Investigation,64,18180,Closed,High
CASE003252,C003252,Pending,135,47627,Closed,Medium
